location,type,minF,maxF,duration,bandwidth,Fi,Ff
mexico,5,9916.90,22323.00,0.62,12406266.00,22323.00,9917.00
mexico,2,10954.00,17604.00,0.44,6649808.00,17604.00,10954.00
mexico,2,11701.00,19336.00,0.60,7634678.00,19336.00,11701.00
mexico,5,7335.00,19004.00,0.78,11668748.00,19004.00,7335.00
mexico,5,7837.00,17959.00,0.57,10122500.00,17959.00,7837.00
mexico,5,12616.00,18736.00,0.50,6119363.00,18736.00,12616.00
mexico,5,11267.00,19882.00,0.59,8615196.00,19882.00,11267.00
mexico,5,8391.00,18838.00,0.82,10446542.00,18838.00,8391.00
mexico,5,16196.00,20655.00,0.44,4459658.00,16196.00,20655.00
mexico,5,7001.00,21653.00,0.83,14652079.00,21653.00,7001.00
mexico,5,6476.00,23386.00,0.97,16910285.00,23386.00,6476.00
mexico,5,11990.00,21600.00,0.79,9610504.00,21600.00,11990.00
mexico,5,7053.00,20392.00,1.14,13339168.00,17451.00,7053.00
mexico,5,12792.00,21233.00,0.66,8440470.00,18601.00,14846.00
mexico,5,6220.00,18543.00,0.78,12322738.00,18543.00,6220.00
mexico,5,6003.00,18543.00,0.88,12539900.00,18543.00,6003.00
mexico,5,10797.00,18778.00,0.53,7980440.00,18778.00,11971.00
mexico,3,16782.00,20304.00,0.41,3521343.00,18484.00,16782.00
mexico,2,15491.00,18886.00,0.22,3394352.00,18886.00,15491.00
mexico,5,11166.00,14142.00,0.28,2975926.00,13320.00,11166.00
mexico,4,15139.00,19482.00,0.27,4342299.00,19482.00,16489.00
mexico,4,16050.00,19599.00,0.36,3549113.00,19726.00,17252.00
mexico,5,12216.00,18518.00,0.77,6301970.00,18518.00,12216.00
mexico,5,5704.00,21564.00,1.03,15859956.00,19482.00,5704.00
mexico,5,9433.00,23035.00,0.93,13601751.00,23035.00,15525.00
mexico,5,11325.00,18895.00,1.86,7569683.00,16665.00,14553.00
mexico,5,11271.00,19071.00,1.37,7799989.00,18308.00,12899.00
mexico,2,14963.00,16900.00,0.17,1936431.00,16900.00,14963.00
mexico,5,11113.00,19364.00,1.39,8250936.00,17663.00,11971.00
mexico,5,6631.00,18466.00,1.31,11834857.00,9623.00,12029.00
mexico,1,12792.00,14377.00,0.15,1584352.00,12792.00,14377.00
mexico,2,15257.00,19012.00,0.31,3755501.00,19012.00,15257.00
mexico,2,14963.00,19188.00,0.36,4224939.00,19188.00,14963.00
mexico,1,12156.00,20468.00,0.37,8311688.00,12156.00,20468.00
mexico,2,5818.00,14753.00,0.24,8935065.00,14753.00,5818.00
mexico,2,6026.00,13247.00,0.35,7220779.00,13247.00,6026.00
mexico,3,10219.00,12852.00,0.25,2632258.00,11097.00,10219.00
mexico,3,9858.00,12645.00,0.25,2787096.00,11045.00,9858.00
mexico,3,9600.00,12490.00,0.28,2890323.00,11045.00,9600.00
mexico,3,9910.00,12232.00,0.24,2322581.00,11097.00,9910.00
mexico,3,9290.00,12439.00,0.26,3148387.00,11045.00,9290.00
mexico,3,9239.00,12490.00,0.32,3251613.00,10890.00,9239.00
mexico,3,8310.00,12852.00,0.32,4541936.00,8310.00,9032.00
mexico,3,8568.00,12439.00,0.32,3870968.00,8568.00,9290.00
mexico,3,8671.00,12490.00,0.32,3819355.00,8671.00,9342.00
mexico,3,8671.00,12800.00,0.30,4129032.00,8671.00,9910.00
mexico,3,9351.00,13143.00,0.31,3792208.00,9351.00,9351.00
mexico,3,9135.00,12852.00,0.34,3716129.00,9135.00,9497.00
mexico,3,15639.00,18477.00,0.28,2838709.00,17032.00,15639.00
mexico,3,8657.00,11870.00,0.48,3213823.00,10626.00,8657.00
mexico,3,6065.00,11404.00,0.74,5339093.00,9019.00,6065.00
mexico,3,11300.00,20942.00,0.73,9641469.00,12078.00,11300.00
mexico,3,2436.00,4406.00,0.36,1969763.00,2436.00,3006.00
mexico,3,6531.00,19853.00,0.60,13321815.00,15551.00,6531.00
mexico,3,10419.00,22030.00,0.62,11611232.00,18972.00,10419.00
mexico,3,10730.00,20786.00,0.49,10056155.00,16380.00,10730.00
mexico,3,13922.00,20000.00,0.42,6077922.00,13922.00,18182.00
mexico,3,6909.00,20571.00,0.55,13662338.00,14597.00,6909.00
mexico,3,13455.00,20727.00,0.44,7272728.00,13455.00,19065.00
mexico,3,12052.00,20468.00,0.48,8415584.00,12052.00,19117.00
mexico,3,6390.00,20519.00,0.75,14129871.00,11740.00,6390.00
mexico,3,3325.00,5143.00,0.35,1818182.00,3948.00,3325.00
mexico,3,8104.00,13870.00,0.53,5766234.00,8883.00,8104.00
mexico,3,7481.00,13714.00,0.53,6233767.00,7481.00,9714.00
mexico,3,13403.00,15325.00,0.22,1922078.00,13403.00,13403.00
mexico,3,13610.00,15377.00,0.18,1766233.00,13610.00,14234.00
mexico,3,14901.00,16200.00,0.20,1298701.00,14901.00,15213.00
mexico,3,12719.00,15109.00,0.23,2389611.00,12719.00,12719.00
mexico,3,11888.00,15524.00,0.24,3636363.00,12511.00,11888.00
mexico,3,8044.00,13914.00,0.58,5870130.00,8044.00,9517.00
mexico,3,12338.00,15202.00,0.28,2863340.00,12338.00,12703.00
mexico,3,13380.00,15358.00,0.21,1978308.00,13952.00,13380.00
mexico,3,19262.00,20408.00,0.16,1145336.00,19627.00,19262.00
mexico,3,12130.00,13380.00,0.16,1249458.00,12130.00,12130.00
mexico,3,10412.00,16711.00,0.34,6299349.00,10412.00,12338.00
mexico,3,8954.00,12182.00,0.25,3227766.00,8954.00,10985.00
mexico,3,13275.00,15566.00,0.18,2290673.00,13275.00,14161.00
mexico,3,10256.00,12338.00,0.27,2082430.00,11349.00,10256.00
mexico,3,18586.00,20304.00,0.13,1718005.00,19315.00,18586.00
mexico,3,13588.00,15202.00,0.14,1613883.00,14004.00,13588.00
mexico,3,10896.00,16414.00,0.22,5518438.00,12718.00,10896.00
mexico,3,8241.00,14020.00,0.53,5778742.00,8970.00,8241.00
mexico,3,10844.00,14540.00,0.38,3696312.00,10844.00,10844.00
mexico,3,8501.00,14957.00,0.48,6455531.00,8501.00,9438.00
mexico,3,7356.00,14800.00,0.51,7444685.00,9178.00,7356.00
mexico,3,8137.00,14905.00,0.49,6767895.00,8137.00,11260.00
mexico,3,4597.00,14748.00,0.59,10151844.00,7043.00,4597.00
mexico,3,5013.00,14592.00,0.48,9579176.00,5013.00,7304.00
mexico,5,8465.00,13316.00,0.50,4851613.00,9135.00,8465.00
mexico,5,8812.00,20527.00,2.41,11714903.00,10678.00,10108.00
mexico,5,7568.00,19438.00,1.27,11870410.00,7568.00,12078.00
mexico,5,5391.00,18091.00,1.55,12699784.00,16950.00,5391.00
mexico,5,8812.00,21408.00,1.34,12596112.00,14203.00,8812.00
mexico,5,8553.00,20838.00,2.92,12285097.00,15032.00,8864.00
mexico,5,8294.00,21045.00,2.54,12751619.00,19853.00,13944.00
mexico,5,7464.00,20942.00,2.19,13477322.00,15292.00,11093.00
mexico,5,8519.00,20987.00,2.74,12467532.00,14234.00,14286.00
mexico,5,13714.00,20675.00,0.67,6961039.00,17403.00,19896.00
mexico,5,12935.00,21403.00,0.64,8467532.00,14234.00,18130.00
mexico,5,12831.00,21299.00,1.58,8467532.00,14338.00,13662.00
mexico,5,7429.00,20727.00,2.32,13298702.00,13143.00,7429.00
mexico,5,6961.00,20571.00,2.22,13610390.00,12623.00,6961.00
mexico,5,7377.00,20779.00,2.22,13402598.00,12468.00,7377.00
mexico,5,8779.00,20312.00,1.15,11532467.00,12208.00,17558.00
mexico,5,7377.00,20883.00,1.42,13506494.00,14026.00,8104.00
mexico,5,7221.00,20779.00,2.23,13558442.00,11273.00,7221.00
mexico,5,7896.00,20779.00,1.90,12883117.00,13091.00,20104.00
mexico,5,7221.00,20831.00,2.31,13610390.00,12571.00,7221.00
mexico,5,6961.00,21039.00,2.20,14077922.00,14961.00,6961.00
mexico,5,8000.00,20883.00,2.03,12883117.00,11013.00,20883.00
mexico,5,7065.00,20935.00,2.84,13870130.00,14857.00,7065.00
mexico,5,7273.00,20779.00,2.00,13506494.00,14909.00,7273.00
mexico,5,7013.00,20987.00,2.28,13974026.00,12675.00,7013.00
mexico,5,6961.00,20519.00,2.12,13558442.00,12935.00,7377.00
mexico,5,7065.00,20935.00,2.60,13870130.00,17818.00,7065.00
mexico,5,7429.00,21000.00,2.16,13571429.00,11117.00,7429.00
mexico,5,8312.00,20519.00,1.41,12207793.00,14442.00,9143.00
mexico,5,7273.00,20416.00,1.52,13142857.00,14909.00,8156.00
mexico,5,9610.00,20883.00,1.52,11272727.00,18390.00,12104.00
mexico,5,8831.00,20623.00,1.68,11792208.00,17143.00,10961.00
mexico,5,7948.00,20571.00,0.81,12623377.00,11429.00,13091.00
mexico,5,8104.00,20208.00,1.30,12103896.00,13870.00,12675.00
mexico,5,7844.00,20623.00,1.30,12779221.00,13299.00,11221.00
mexico,5,8831.00,16727.00,0.44,7896104.00,16727.00,8831.00
mexico,5,7013.00,20987.00,2.03,13974026.00,15169.00,12208.00
mexico,5,6805.00,20831.00,2.10,14025974.00,14286.00,6805.00
mexico,5,8000.00,21610.00,2.42,13610390.00,16779.00,13247.00
mexico,5,12451.00,24763.00,0.68,12311688.00,17282.00,12763.00
mexico,5,12087.00,25230.00,0.70,13142858.00,17023.00,12763.00
mexico,5,10217.00,25958.00,0.69,15740259.00,20659.00,10217.00
mexico,5,11063.00,26284.00,0.68,15220779.00,18284.00,11063.00
mexico,5,11998.00,27738.00,0.68,15740259.00,17972.00,11998.00
mexico,5,11640.00,30290.00,0.66,18649351.00,15848.00,11640.00
mexico,5,10757.00,29978.00,0.65,19220779.00,17928.00,10757.00
mexico,5,10759.00,29616.00,0.64,18857143.00,20525.00,10759.00
mexico,5,11278.00,29408.00,0.62,18129871.00,21200.00,11278.00
mexico,5,11070.00,25824.00,0.55,14753247.00,21772.00,11070.00
mexico,5,4468.00,20156.00,2.78,15688312.00,10545.00,4468.00
mexico,5,5231.00,19257.00,1.67,14025974.00,19257.00,5231.00
mexico,5,8730.00,21769.00,0.50,13038961.00,21769.00,8730.00
mexico,5,4990.00,18808.00,0.97,13818182.00,18808.00,8938.00
mexico,5,8003.00,20678.00,1.92,12675325.00,14756.00,8003.00
mexico,5,5405.00,18548.00,1.68,13142857.00,18029.00,5977.00
mexico,5,7483.00,20626.00,2.23,13142857.00,10704.00,8418.00
mexico,5,5509.00,19327.00,1.79,13818181.00,18756.00,6288.00
mexico,5,7327.00,20574.00,1.38,13246754.00,11327.00,7327.00
mexico,5,7483.00,20886.00,2.22,13402597.00,12782.00,8055.00
mexico,5,5039.00,18701.00,1.35,13662338.00,17974.00,5039.00
mexico,5,6234.00,20987.00,1.57,14753247.00,18961.00,6234.00
mexico,5,7584.00,20675.00,2.39,13090909.00,17299.00,7584.00
mexico,5,5351.00,20519.00,1.89,15168832.00,11117.00,5351.00
mexico,5,6597.00,21662.00,1.96,15064935.00,15844.00,6597.00
mexico,5,6797.00,21135.00,1.99,14337663.00,15836.00,6797.00
mexico,5,7472.00,21342.00,1.56,13870130.00,19213.00,7472.00
mexico,5,6067.00,17498.00,1.70,11431177.00,6067.00,11273.00
mexico,5,6485.00,20979.00,1.95,14493507.00,16459.00,6485.00
mexico,5,8044.00,20407.00,1.28,12363636.00,15109.00,10641.00
mexico,5,7005.00,20303.00,1.11,13298701.00,16200.00,7005.00
mexico,5,7836.00,21135.00,1.38,13298701.00,11524.00,7836.00
mexico,5,6381.00,20563.00,1.74,14181818.00,14329.00,6381.00
mexico,5,10360.00,19210.00,0.48,8850325.00,19210.00,10360.00
mexico,5,5623.00,20928.00,2.51,15305856.00,5623.00,9527.00
mexico,5,10516.00,16920.00,0.42,6403471.00,16920.00,10516.00
mexico,5,9007.00,18690.00,0.90,9683297.00,10256.00,9007.00
mexico,5,9683.00,19887.00,0.51,10203905.00,19887.00,9683.00
mexico,5,8501.00,19226.00,0.87,10724512.00,14592.00,8501.00
mexico,5,10583.00,18497.00,0.45,7913232.00,11833.00,10583.00
mexico,5,10479.00,20006.00,0.51,9527115.00,16883.00,20006.00
mexico,5,4649.00,15217.00,1.18,10568330.00,8657.00,4649.00
mexico,5,4180.00,14852.00,1.56,10672451.00,9334.00,7616.00
mexico,5,6575.00,11052.00,0.46,4477224.00,11052.00,6575.00
mexico,5,6054.00,15165.00,1.16,9110629.00,15165.00,6054.00
mexico,5,4613.00,21045.00,2.30,16431965.00,12026.00,19076.00
mexico,2,7568.00,14721.00,0.66,7153347.00,14721.00,7568.00
mexico,2,7775.00,12389.00,0.55,4613391.00,12389.00,7775.00
mexico,1,9538.00,20112.00,0.75,10574514.00,9538.00,20112.00
mexico,1,8708.00,20734.00,0.79,12025918.00,8708.00,20734.00
mexico,1,8035.00,21356.00,0.77,13321814.00,8035.00,21356.00
mexico,1,8035.00,21564.00,0.71,13529158.00,8035.00,21564.00
mexico,2,7464.00,17054.00,0.80,9589633.00,17054.00,7464.00
mexico,2,7879.00,17054.00,0.79,9174946.00,17054.00,7879.00
mexico,1,8242.00,20838.00,0.75,12596112.00,8242.00,20838.00
mexico,2,7724.00,11663.00,0.48,3939525.00,11663.00,7724.00
mexico,1,8864.00,17935.00,0.72,9071274.00,8864.00,17935.00
mexico,2,7931.00,12596.00,0.48,4665226.00,12596.00,7931.00
mexico,1,8708.00,18091.00,0.74,9382290.00,8708.00,18091.00
mexico,2,7257.00,17002.00,0.77,9745141.00,17002.00,7257.00
mexico,2,7931.00,17106.00,0.69,9174946.00,17106.00,7931.00
mexico,5,8760.00,12285.00,1.04,3524838.00,10212.00,10160.00
mexico,2,10909.00,16806.00,0.31,5896806.00,16806.00,10909.00
mexico,2,11581.00,19493.00,0.61,7912664.00,19493.00,11581.00
mexico,2,9537.00,16978.00,0.46,7441048.00,16978.00,9537.00
mexico,2,9642.00,13834.00,0.25,4192140.00,13834.00,9642.00
mexico,5,9633.00,20463.00,1.10,10829932.00,9633.00,12289.00
mexico,3,13234.00,19956.00,0.57,6722100.00,14022.00,13234.00
mexico,3,13339.00,20796.00,0.54,7457331.00,16979.00,13339.00
mexico,3,13602.00,20429.00,0.41,6827133.00,17908.00,13602.00
mexico,3,14284.00,20902.00,0.43,6617068.00,17330.00,14284.00
mexico,2,7300.00,18538.00,0.41,11238512.00,18538.00,7300.00
mexico,2,10608.00,19221.00,0.38,8612692.00,19221.00,10608.00
mexico,2,10661.00,16858.00,0.25,6196936.00,16858.00,10661.00
mexico,5,8088.00,17488.00,1.44,9400438.00,17488.00,14074.00
mexico,2,8035.00,11344.00,0.27,3308534.00,11344.00,8035.00
mexico,2,7510.00,11659.00,0.29,4148796.00,11659.00,7510.00
mexico,2,6302.00,11344.00,0.34,5041576.00,11344.00,6302.00
mexico,5,7335.00,12557.00,0.27,5222494.00,12557.00,7335.00
mexico,5,7297.00,11459.00,0.24,4162162.00,11459.00,7297.00
mexico,2,6270.00,11027.00,0.36,4756757.00,11027.00,6270.00
mexico,2,5838.00,10216.00,0.32,4378378.00,10216.00,5838.00
mexico,2,5838.00,14703.00,0.36,8864865.00,14703.00,5838.00
mexico,2,7065.00,12156.00,0.25,5090909.00,12156.00,7065.00
mexico,2,7481.00,10857.00,0.26,3376624.00,10857.00,7481.00
mexico,2,4704.00,15020.00,0.44,10316259.00,15020.00,4704.00
mexico,2,4704.00,16303.00,0.43,11599109.00,16303.00,4704.00
mexico,4,9095.00,11501.00,0.28,2405867.00,10504.00,11501.00
mexico,4,8713.00,11374.00,0.26,2660870.00,10748.00,11374.00
mexico,4,8557.00,11061.00,0.24,2504348.00,10226.00,11061.00
mexico,2,7357.00,18626.00,1.11,11269565.00,18626.00,7357.00
mexico,2,8243.00,16643.00,0.88,8400000.00,16643.00,8243.00
mexico,2,12081.00,17342.00,0.44,5261745.00,17342.00,12081.00
mexico,2,7087.00,17557.00,1.03,10469799.00,17557.00,7087.00
mexico,2,7732.00,19060.00,1.05,11328859.00,19060.00,7732.00
mexico,2,7141.00,17718.00,0.98,10577181.00,17718.00,7141.00
mexico,2,12617.00,18148.00,0.48,5530201.00,18148.00,12617.00
mexico,2,7622.00,18850.00,1.05,11227467.00,18850.00,7622.00
mexico,2,6989.00,19503.00,1.02,12514673.00,19503.00,6989.00
mexico,1,8939.00,23025.00,0.87,14085779.00,8939.00,23025.00
mexico,1,8614.00,15115.00,0.45,6501129.00,8614.00,15115.00
mexico,1,8993.00,14790.00,0.33,5796840.00,8993.00,14790.00
mexico,1,10402.00,14953.00,0.30,4550790.00,10402.00,14953.00
mexico,1,9047.00,18853.00,0.41,9805869.00,9047.00,18853.00
mexico,1,9589.00,14357.00,0.25,4767494.00,9589.00,14357.00
mexico,1,5518.00,16868.00,0.41,11349241.00,5518.00,16868.00
mexico,1,5050.00,19419.00,0.38,14368763.00,5050.00,19419.00
mexico,1,5623.00,15495.00,0.32,9872586.00,5623.00,15495.00
mexico,1,9267.00,17857.00,0.32,8590022.00,9267.00,17857.00
mexico,2,10168.00,19665.00,0.66,9496774.00,19665.00,10168.00
mexico,2,8310.00,18013.00,0.82,9703226.00,18013.00,8310.00
mexico,2,8018.00,20126.00,0.85,12107624.00,20126.00,8018.00
mexico,2,7608.00,20196.00,0.82,12587412.00,20196.00,7608.00
mexico,2,8503.00,19972.00,0.81,11468531.00,19972.00,8503.00
mexico,2,8679.00,20786.00,0.87,12107143.00,20786.00,8679.00
mexico,1,9662.00,19584.00,0.64,9922078.00,9662.00,19584.00
mexico,1,9610.00,19273.00,0.62,9662337.00,9610.00,19273.00
mexico,1,10130.00,17974.00,0.62,7844156.00,10130.00,17974.00
mexico,1,8636.00,19009.00,0.63,10373832.00,8636.00,19009.00
mexico,1,9735.00,21657.00,0.72,11921909.00,9735.00,21657.00
mexico,2,6013.00,16240.00,0.48,10226981.00,16240.00,6013.00
mexico,2,6373.00,16497.00,0.40,10124197.00,16497.00,6373.00
mexico,2,6321.00,16857.00,0.42,10535332.00,16857.00,6321.00
mexico,2,6527.00,16343.00,0.42,9815845.00,16343.00,6527.00
mexico,2,6835.00,16394.00,0.43,9558886.00,16394.00,6835.00
mexico,2,6527.00,16600.00,0.50,10072805.00,16600.00,6527.00
mexico,2,7452.00,16086.00,0.35,8633833.00,16086.00,7452.00
mexico,2,7948.00,15948.00,0.54,8000000.00,15948.00,7948.00
mexico,2,8416.00,12468.00,0.34,4051948.00,12468.00,8416.00
mexico,4,8698.00,17557.00,0.57,8859060.00,17557.00,14497.00
mexico,2,6174.00,15893.00,0.37,9718120.00,6174.00,15893.00
mexico,2,8000.00,16591.00,0.33,8590604.00,8000.00,16591.00
mexico,2,7356.00,17396.00,0.36,10040268.00,17396.00,7356.00
mexico,2,9557.00,17450.00,0.31,7892617.00,17450.00,9557.00
mexico,4,6980.00,9987.00,0.23,3006711.00,8703.00,9987.00
mexico,4,7087.00,9181.00,0.17,2093960.00,8486.00,9181.00
mexico,2,7041.00,14365.00,0.39,7324324.00,14365.00,7041.00
mexico,2,7892.00,14973.00,0.40,7081081.00,14973.00,7892.00
mexico,4,8541.00,15892.00,0.25,7351351.00,12270.00,15892.00
mexico,4,8865.00,14432.00,0.21,5567567.00,11405.00,14432.00
mexico,2,10000.00,19135.00,0.98,9135135.00,19135.00,10000.00
mexico,2,9946.00,17243.00,0.91,7297297.00,17243.00,9946.00
mexico,2,9081.00,19622.00,1.03,10540541.00,19622.00,9081.00
mexico,2,7730.00,21459.00,1.14,13729729.00,21459.00,7730.00
mexico,2,7784.00,15243.00,0.65,7459459.00,15243.00,7784.00
mexico,2,7622.00,17081.00,0.99,9459459.00,17081.00,7622.00
mexico,1,13514.00,17081.00,0.17,3567567.00,13514.00,17081.00
mexico,1,12054.00,17568.00,0.41,5513514.00,12054.00,17568.00
mexico,1,12432.00,17568.00,0.36,5135136.00,12432.00,17568.00
mexico,1,12649.00,17784.00,0.36,5135135.00,12649.00,17784.00
mexico,5,7513.00,12783.00,1.54,5269566.00,7513.00,8296.00
mexico,5,8296.00,12783.00,1.92,4486957.00,8296.00,8296.00
mexico,5,8765.00,12783.00,1.72,4017392.00,8765.00,8765.00
mexico,5,5739.00,12678.00,1.85,6939131.00,5739.00,8557.00
mexico,5,7878.00,12783.00,1.92,4904348.00,7878.00,8348.00
mexico,5,6470.00,12730.00,1.96,6260870.00,6470.00,8922.00
mexico,5,7930.00,12730.00,2.48,4800000.00,7930.00,8400.00
mexico,5,7461.00,12730.00,2.50,5269565.00,7461.00,7774.00
mexico,5,6626.00,12783.00,1.76,6156522.00,6626.00,9548.00
mexico,5,8452.00,12730.00,2.26,4278261.00,8452.00,9130.00
mexico,5,7722.00,12887.00,1.76,5165218.00,7722.00,8400.00
mexico,5,7200.00,12991.00,2.46,5791304.00,8557.00,7200.00
mexico,5,6574.00,12783.00,2.43,6208696.00,6574.00,8817.00
mexico,5,8713.00,12783.00,2.10,4069566.00,8713.00,9652.00
mexico,5,7617.00,12730.00,2.30,5113044.00,7617.00,7617.00
mexico,5,7304.00,12835.00,2.42,5530435.00,7304.00,9861.00
mexico,5,8765.00,12887.00,1.95,4121740.00,8765.00,8765.00
mexico,,6313.00,12835.00,1.98,6521740.00,6313.00,7200.00
mexico,5,3443.00,10070.00,2.92,6626087.00,7409.00,10070.00
mexico,1,4435.00,10226.00,0.38,5791304.00,4435.00,10226.00
mexico,1,6417.00,11843.00,0.14,5426087.00,6417.00,11843.00
mexico,3,5426.00,8765.00,0.50,3339130.00,5426.00,8191.00
mexico,3,5322.00,9078.00,0.44,3756522.00,5322.00,8296.00
mexico,6,6684.00,7948.00,0.65,1264516.00,6684.00,7948.00
mexico,3,4955.00,10323.00,0.50,5367742.00,4955.00,6710.00
mexico,4,6658.00,8671.00,0.11,2012903.00,8241.00,8671.00
mexico,4,6348.00,8723.00,0.13,2374194.00,8297.00,8723.00
mexico,4,7019.00,9032.00,0.12,2012903.00,8130.00,9032.00
mexico,5,5457.00,8353.00,0.48,2895591.00,8353.00,6635.00
mexico,4,5546.00,8242.00,0.32,2695465.00,7827.00,8242.00
mexico,1,6583.00,9693.00,0.40,3110152.00,6583.00,9693.00
mexico,1,5598.00,9175.00,0.28,3576674.00,5598.00,9175.00
mexico,6,6619.00,8126.00,0.58,1506727.00,6619.00,8126.00
mexico,6,6780.00,8233.00,0.52,1452915.00,6780.00,8233.00
mexico,1,4735.00,8610.00,0.84,3874439.00,4735.00,8610.00
mexico,4,6067.00,8805.00,0.23,2738255.00,6067.00,6067.00
mexico,6,6635.00,7983.00,0.57,1347732.00,6635.00,7983.00
mexico,6,6687.00,7775.00,0.68,1088553.00,6687.00,7775.00
mexico,6,5304.00,6429.00,0.39,1125000.00,5304.00,6429.00
mexico,3,4946.00,8694.00,0.50,3748373.00,6485.00,4946.00
mexico,3,4894.00,8694.00,0.52,3800434.00,5654.00,4894.00
mexico,3,4946.00,8642.00,0.53,3696312.00,5764.00,4946.00
mexico,1,5764.00,11141.00,0.32,5376444.00,5764.00,11141.00
mexico,5,5586.00,9672.00,0.87,4086207.00,5690.00,5690.00
mexico,3,5483.00,7138.00,0.18,1655172.00,5689.00,5483.00
mexico,3,5534.00,7397.00,0.21,1862069.00,5624.00,5534.00
mexico,3,5379.00,7603.00,0.20,2224138.00,5624.00,5379.00
mexico,3,5534.00,7293.00,0.18,1758620.00,6016.00,5534.00
mexico,3,5121.00,7138.00,0.18,2017241.00,5755.00,5121.00
mexico,3,5690.00,7397.00,0.18,1706897.00,5690.00,5690.00
mexico,3,5793.00,7397.00,0.21,1603449.00,5793.00,5793.00
mexico,3,5390.00,7983.00,0.23,2593220.00,5793.00,5390.00
mexico,3,5679.00,7607.00,0.23,1928572.00,5868.00,5679.00
mexico,3,5464.00,7875.00,0.30,2410714.00,5643.00,5464.00
mexico,3,5464.00,7768.00,0.21,2303571.00,5643.00,5464.00
mexico,3,5464.00,7875.00,0.19,2410714.00,5567.00,5464.00
mexico,3,4929.00,7446.00,0.20,2517858.00,4929.00,5266.00
mexico,3,5518.00,7661.00,0.21,2142857.00,5567.00,5518.00
mexico,3,5518.00,7232.00,0.18,1714286.00,5868.00,5518.00
mexico,3,5411.00,7661.00,0.20,2250000.00,5718.00,5411.00
mexico,3,5786.00,7446.00,0.19,1660715.00,5786.00,5786.00
mexico,5,5080.00,11352.00,0.60,6272138.00,6220.00,11352.00
mexico,4,6168.00,9123.00,0.30,2954643.00,9123.00,8626.00
mexico,4,6857.00,10182.00,0.12,3324675.00,10182.00,10182.00
mexico,4,7169.00,10649.00,0.09,3480520.00,10649.00,10649.00
mexico,5,5393.00,9330.00,0.46,3937079.00,5393.00,9330.00
mexico,4,5752.00,10301.00,0.29,4549020.00,8261.00,10301.00
mexico,4,5908.00,11503.00,0.36,5594771.00,9255.00,11503.00
mexico,4,6484.00,12444.00,0.39,5960784.00,8105.00,12444.00
mexico,3,5154.00,7289.00,0.45,2134490.00,5154.00,5831.00
mexico,3,4998.00,6976.00,0.41,1978308.00,4998.00,5779.00
mexico,1,5960.00,11597.00,0.84,5637583.00,6819.00,11597.00
mexico,1,6121.00,11007.00,0.86,4885906.00,6872.00,11007.00
mexico,1,6067.00,10685.00,0.76,4617450.00,6819.00,10685.00
mexico,1,6228.00,10631.00,0.57,4402684.00,6228.00,10631.00
mexico,1,5799.00,11114.00,0.74,5315436.00,5799.00,11114.00
mexico,3,5259.00,9622.00,0.47,4363637.00,5259.00,6688.00
mexico,3,4699.00,9902.00,0.85,5202797.00,4699.00,5933.00
mexico,1,5124.00,10085.00,0.53,4961797.00,5124.00,10085.00
mexico,3,4935.00,7896.00,0.32,2961039.00,6027.00,4935.00
mexico,3,5766.00,7636.00,0.21,1870130.00,5766.00,5812.00
mexico,1,5650.00,7910.00,0.69,2260090.00,5650.00,7910.00
mexico,1,4413.00,7641.00,0.68,3228700.00,4413.00,7641.00
mexico,4,5058.00,7372.00,0.52,2313901.00,7372.00,7372.00
mexico,4,5004.00,7318.00,0.44,2313902.00,7318.00,7318.00
mexico,1,9794.00,12269.00,0.46,2475336.00,9794.00,12269.00
mexico,2,5948.00,8741.00,0.51,2793103.00,8741.00,5948.00
mexico,1,6466.00,12414.00,0.50,5948276.00,6466.00,12414.00
mexico,3,4759.00,9362.00,0.38,4603448.00,6973.00,9362.00
mexico,1,3800.00,6403.00,0.52,2603037.00,3800.00,6403.00
mexico,1,5779.00,10100.00,0.20,4321041.00,5779.00,10100.00
mexico,1,5935.00,11766.00,0.35,5830803.00,5935.00,11766.00
mexico,3,5973.00,13238.00,0.50,7264574.00,5973.00,9848.00
mexico,3,5381.00,13345.00,0.52,7964125.00,5381.00,9578.00
mexico,1,5489.00,8610.00,0.54,3121076.00,5489.00,8610.00
mexico,3,5745.00,13208.00,0.49,7463088.00,5745.00,9181.00
mexico,3,5208.00,13262.00,0.41,8053691.00,5208.00,10577.00
mexico,1,4617.00,9557.00,0.64,4939597.00,4617.00,9557.00
mexico,3,5884.00,8516.00,0.18,2632258.00,6651.00,5884.00
mexico,3,6000.00,8556.00,0.17,2555556.00,6000.00,6000.00
mexico,3,6611.00,8500.00,0.17,1888889.00,6611.00,6611.00
mexico,3,5778.00,8556.00,0.12,2777778.00,6882.00,5778.00
mexico,3,4973.00,9600.00,0.63,4626506.00,5235.00,4973.00
mexico,3,4976.00,8864.00,0.55,3887689.00,4976.00,6013.00
mexico,4,5443.00,8605.00,0.47,3161987.00,8605.00,7893.00
mexico,4,5287.00,8242.00,0.55,2954644.00,8242.00,7302.00
mexico,2,5423.00,9181.00,0.98,3758389.00,9181.00,6417.00
mexico,4,5374.00,8557.00,0.89,3182609.00,8557.00,7730.00
mexico,4,5687.00,8348.00,0.65,2660869.00,8348.00,6973.00
mexico,5,4703.00,9351.00,0.76,4648648.00,4703.00,7639.00
mexico,1,4581.00,8174.00,0.49,3592191.00,4581.00,8174.00
